,puma,Total_Population,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
43,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",12863,11242,5834,5408,1318,379,939,303,303,0
44,Onondaga County (Central)--Syracuse City PUMA,6253,2015,1525,490,2841,1699,1142,1397,1070,327
45,Suffolk County (South Central)--Brookhaven Town (South) PUMA,4769,886,447,439,3039,2068,971,844,739,105
46,Suffolk County (Northwest)--Smithtown Town PUMA,2819,1464,654,810,1157,1053,104,198,57,141
47,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,60,60,0,60,0,0,0,0,0,0
48,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,26777,11455,4774,6681,13121,7908,5213,2201,1595,606
49,Onondaga County (Central)--Syracuse City (Outer) PUMA,1822,1159,379,780,311,191,120,352,217,135
50,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,2631,728,444,284,734,565,169,1169,799,370
51,Erie County (West Central)--Buffalo City (West) PUMA,3310,1057,624,433,1222,660,562,1031,737,294
52,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",530,365,262,103,117,0,117,48,0,48
53,Monroe County (North & West) PUMA,1369,631,336,295,698,525,173,40,0,40
54,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,6383,2569,875,1694,3050,1043,2007,764,597,167
55,Cattaraugus & Allegany Counties PUMA,166,107,91,16,0,0,0,59,0,59
56,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",17041,10064,4307,5757,6110,3516,2594,867,341,526
57,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,2009,1708,942,766,301,195,106,0,0,0
58,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,4214,1050,621,429,2665,1035,1630,499,0,499
59,Jefferson & Lewis Counties PUMA,1115,454,305,149,484,44,440,177,161,16
60,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,7150,2106,1143,963,3599,1003,2596,1445,1053,392
61,Schenectady County--Schenectady City PUMA,2531,1423,599,824,675,460,215,433,433,0
62,NYC-Queens Community District 1--Astoria & Long Island City PUMA,17946,8578,3792,4786,6893,3635,3258,2475,1646,829
63,Suffolk County (North Central)--Brookhaven Town (North) PUMA,3249,3041,1446,1595,208,38,170,0,0,0
64,Fulton & Montgomery Counties PUMA,545,249,158,91,296,88,208,0,0,0
65,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,6216,1364,770,594,3463,1644,1819,1389,803,586
66,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",5336,3249,987,2262,1780,793,987,307,85,222
67,Oswego County PUMA,479,180,35,145,287,0,287,12,0,12
68,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",28238,11741,5615,6126,13900,7180,6720,2597,1679,918
69,Monroe County (Central)--Rochester City (East) PUMA,3104,588,451,137,1974,1393,581,542,465,77
70,Westchester County (Northeast) PUMA,8492,3654,1461,2193,2412,1189,1223,2426,1779,647
71,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",16296,2269,776,1493,9800,5536,4264,4227,2817,1410
72,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",41392,16382,7711,8671,21275,10622,10653,3735,1771,1964
73,Onondaga County (North) PUMA,847,669,298,371,67,67,0,111,37,74
74,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,6467,2105,841,1264,3945,2482,1463,417,353,64
75,Monroe County (South) PUMA,6617,3755,1677,2078,2142,493,1649,720,228,492
76,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",8932,4073,1988,2085,3280,1697,1583,1579,613,966
77,Rensselaer County--Troy City PUMA,2058,1465,600,865,593,433,160,0,0,0
78,Suffolk County (Central)--Islip Town (East) PUMA,3689,1978,1423,555,1711,544,1167,0,0,0
79,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,13739,5481,2367,3114,7223,4175,3048,1035,977,58
80,Ontario & Yates Counties PUMA,194,0,0,0,102,0,102,92,92,0
81,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,7409,2539,1227,1312,3409,1848,1561,1461,1047,414
82,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,6335,2248,1102,1146,3082,1872,1210,1005,251,754
83,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",14157,4887,2237,2650,7900,4273,3627,1370,1278,92
84,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",9722,2320,1207,1113,5309,2455,2854,2093,1343,750
85,Chautauqua County PUMA,526,0,0,0,526,130,396,0,0,0
86,Orange County (Southeast) PUMA,5772,2026,939,1087,2938,1250,1688,808,269,539
87,Monroe County (East) PUMA,1515,1108,778,330,198,131,67,209,47,162
88,Broome (Outer West) & Tioga Counties PUMA,796,504,262,242,111,0,111,181,70,111
89,Suffolk County (East) PUMA,8491,571,266,305,6744,3674,3070,1176,691,485
90,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",8033,3202,1674,1528,3406,1325,2081,1425,919,506
91,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,16647,3500,1544,1956,10009,4431,5578,3138,1303,1835
92,Albany County (Outside Albany City) PUMA,6124,3806,1454,2352,1537,885,652,781,421,360
93,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",18625,2852,1243,1609,13235,5447,7788,2538,1211,1327
94,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",12133,6636,3160,3476,3850,2312,1538,1647,1384,263
95,Nassau County (West Central)--Hempstead Town (West Central) PUMA,10818,4274,2009,2265,5948,3037,2911,596,390,206
96,Erie County (West Central)--Buffalo City (East) PUMA,2101,822,416,406,1106,512,594,173,106,67
97,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,20206,14055,6700,7355,5124,2191,2933,1027,690,337
98,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",26460,10116,4533,5583,13798,7348,6450,2546,863,1683
99,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",11735,3497,1728,1769,5635,3426,2209,2603,1662,941
100,Madison & Cortland Counties PUMA,541,434,197,237,107,0,107,0,0,0
101,Nassau County (Central)--Hempstead Town (East Central) PUMA,2666,1979,1144,835,529,0,529,158,96,62
102,Nassau County (West Central)--North Hempstead Town (South) PUMA,17269,9806,3981,5825,6717,3806,2911,746,410,336
103,Westchester County (Central)--White Plains City PUMA,13993,8226,3671,4555,4570,1735,2835,1197,1013,184
104,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",4131,2380,1311,1069,1317,723,594,434,295,139
105,Suffolk County (Northwest)--Huntington Town (South) PUMA,3762,2412,1113,1299,1350,704,646,0,0,0
106,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,12370,4032,1049,2983,6427,3204,3223,1911,695,1216
107,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,9088,2031,743,1288,5316,3464,1852,1741,785,956
108,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,16189,4655,3024,1631,6184,3505,2679,5350,2531,2819
109,Suffolk County (Northwest)--Huntington Town (North) PUMA,5493,1629,743,886,2119,699,1420,1745,1193,552
110,Suffolk County (Southwest)--Islip Town (South) PUMA,3988,1918,657,1261,1524,874,650,546,354,192
111,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",14151,4056,1220,2836,8309,3667,4642,1786,978,808
112,Ulster County (East) PUMA,2242,923,86,837,1089,638,451,230,89,141
113,NYC-Manhattan Community District 10--Central Harlem PUMA,8576,3643,1435,2208,4721,2676,2045,212,168,44
114,NYC-Brooklyn Community District 4--Bushwick PUMA,16219,4670,2605,2065,7721,4739,2982,3828,1913,1915
115,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",6804,2663,780,1883,3907,2077,1830,234,83,151
116,Oneida County (Central)--Greater Utica & Rome Cities PUMA,3617,984,418,566,1841,964,877,792,245,547
117,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",19737,4737,2603,2134,12360,7349,5011,2640,1443,1197
118,Erie County (Central) PUMA,932,262,168,94,545,449,96,125,0,125
119,Livingston & Wyoming Counties PUMA,156,0,0,0,17,17,0,139,139,0
120,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,10653,7970,4408,3562,1968,794,1174,715,312,403
121,Niagara County (North & East) PUMA,178,86,86,0,0,0,0,92,92,0
122,Westchester County (Southwest)--Yonkers City PUMA,21836,7079,3364,3715,11197,4856,6341,3560,2414,1146
123,Sullivan & Ulster (West) Counties PUMA,1247,611,190,421,431,156,275,205,94,111
124,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",8080,1883,899,984,4395,2737,1658,1802,737,1065
125,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,22096,9477,4756,4721,9035,4139,4896,3584,2502,1082
126,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",18453,2731,606,2125,11765,7504,4261,3957,1732,2225
127,NYC-Manhattan Community District 11--East Harlem PUMA,9748,4075,1302,2773,4700,1996,2704,973,162,811
128,Westchester County (Southeast) PUMA,9173,1643,669,974,3555,1552,2003,3975,2651,1324
129,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,896,276,0,276,524,66,458,96,96,0
130,Erie County (Northeast) PUMA,921,590,523,67,237,126,111,94,0,94
131,Monroe County (Central)--Greece & Gates Towns PUMA,2241,135,62,73,1893,1381,512,213,0,213
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,8225,3892,1856,2036,2655,1740,915,1678,992,686
133,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",6112,775,168,607,4646,3006,1640,691,243,448
134,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",6077,4191,1779,2412,1320,710,610,566,133,433
135,Albany County (East Central)--Albany City PUMA,3344,1852,996,856,883,481,402,609,72,537
136,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",23006,13382,6942,6440,8464,3930,4534,1160,436,724
137,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,31711,5705,1808,3897,21590,13456,8134,4416,2604,1812
138,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,10841,2122,889,1233,5306,2997,2309,3413,2005,1408
139,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",3660,2648,1007,1641,679,176,503,333,40,293
140,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",19437,3035,1680,1355,13260,6614,6646,3142,1858,1284
141,NYC-Manhattan Community District 8--Upper East Side PUMA,18949,11717,3597,8120,7232,4263,2969,0,0,0
142,Orange County (Northeast)--Greater Newburgh City PUMA,4951,1488,527,961,2379,1296,1083,1084,877,207
143,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",9779,4239,1839,2400,4167,2697,1470,1373,526,847
144,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,12706,4166,2721,1445,6515,3963,2552,2025,1116,909
145,Suffolk County (Central)--Islip Town (Northwest) PUMA,19618,3211,2429,782,10710,4734,5976,5697,3336,2361
146,Capital Region,19411,12601,5819,6782,4834,2445,2389,1976,1079,897
147,Central NY,9972,4457,2434,2023,3613,1957,1656,1902,1324,578
148,Finger Lakes,19603,8333,4039,4294,8815,5124,3691,2455,1243,1212
149,Long Island,188802,75970,36519,39451,86223,45182,41041,26609,16678,9931
150,Mid-Hudson,130982,51729,21566,30163,55016,26975,28041,24237,16142,8095
151,Mohawk Valley,4686,1686,674,1012,2208,1052,1156,792,245,547
152,New York City,833517,306646,139481,167165,414113,221715,192398,112758,62602,50156
153,North Country,3836,1327,713,614,1903,946,957,606,566,40
154,Southern Tier,10429,7143,3942,3201,1741,974,767,1545,869,676
155,Western NY,15993,8821,5377,3444,5193,2351,2842,1979,1224,755
