,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,1910,541,1369,1856,541,1315,54,0,54,1027,367,660,1027,367,660,0,0,0,580,114,466,526,114,412,54,0,54,303,60,243,303,60,243,0,0,0
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,86,86,0,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,86,86,0,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Orange County (Northeast)--Greater Newburgh City PUMA,642,284,358,642,284,358,0,0,0,358,0,358,358,0,358,0,0,0,284,284,0,284,284,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",3000,1936,1064,2074,1514,560,926,422,504,1452,648,804,898,510,388,554,138,416,1101,914,187,770,630,140,331,284,47,447,374,73,406,374,32,41,0,41
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",352,178,174,178,178,0,174,0,174,100,0,100,0,0,0,100,0,100,178,178,0,178,178,0,0,0,0,74,0,74,0,0,0,74,0,74
76,Erie County (Central) PUMA,2307,1175,1132,2105,1063,1042,202,112,90,902,623,279,842,563,279,60,60,0,1405,552,853,1263,500,763,142,52,90,0,0,0,0,0,0,0,0,0
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",4865,2122,2743,3813,1551,2262,1052,571,481,2957,1240,1717,2200,964,1236,757,276,481,1736,810,926,1441,515,926,295,295,0,172,72,100,172,72,100,0,0,0
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",19491,8047,11444,17796,7195,10601,1695,852,843,10213,3922,6291,9590,3532,6058,623,390,233,8077,3765,4312,7200,3303,3897,877,462,415,1201,360,841,1006,360,646,195,0,195
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",2064,1243,821,2003,1243,760,61,0,61,1346,797,549,1346,797,549,0,0,0,658,446,212,597,446,151,61,0,61,60,0,60,60,0,60,0,0,0
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,385,149,236,385,149,236,0,0,0,0,0,0,0,0,0,0,0,0,385,149,236,385,149,236,0,0,0,0,0,0,0,0,0,0,0,0
