,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
118,NYC-Brooklyn Community District 4--Bushwick PUMA,8740,4218,4522,8448,3994,4454,292,224,68,2292,950,1342,2105,831,1274,187,119,68,4984,2407,2577,4879,2302,2577,105,105,0,1464,861,603,1464,861,603,0,0,0
119,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",12432,6017,6415,11174,5252,5922,1258,765,493,9132,3657,5475,8639,3657,4982,493,0,493,3133,2287,846,2368,1522,846,765,765,0,167,73,94,167,73,94,0,0,0
120,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",4534,2393,2141,4107,2213,1894,427,180,247,3645,1854,1791,3376,1674,1702,269,180,89,766,539,227,608,539,69,158,0,158,123,0,123,123,0,123,0,0,0
121,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,4887,2760,2127,4887,2760,2127,0,0,0,2082,1058,1024,2082,1058,1024,0,0,0,2610,1620,990,2610,1620,990,0,0,0,195,82,113,195,82,113,0,0,0
122,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,11986,6615,5371,11754,6385,5369,232,230,2,5180,2559,2621,5178,2559,2619,2,0,2,5060,2765,2295,4830,2535,2295,230,230,0,1746,1291,455,1746,1291,455,0,0,0
123,Suffolk County (Northwest)--Huntington Town (North) PUMA,3298,2155,1143,3298,2155,1143,0,0,0,910,529,381,910,529,381,0,0,0,1899,1321,578,1899,1321,578,0,0,0,489,305,184,489,305,184,0,0,0
124,Orange County (Southeast) PUMA,4391,2045,2346,4391,2045,2346,0,0,0,3110,1584,1526,3110,1584,1526,0,0,0,766,399,367,766,399,367,0,0,0,515,62,453,515,62,453,0,0,0
125,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,10498,5852,4646,10413,5767,4646,85,85,0,6584,2962,3622,6499,2877,3622,85,85,0,3051,2162,889,3051,2162,889,0,0,0,863,728,135,863,728,135,0,0,0
126,Suffolk County (Northwest)--Smithtown Town PUMA,3115,1663,1452,3115,1663,1452,0,0,0,2106,1138,968,2106,1138,968,0,0,0,943,525,418,943,525,418,0,0,0,66,0,66,66,0,66,0,0,0
127,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",7976,3755,4221,7736,3584,4152,240,171,69,1727,978,749,1599,850,749,128,128,0,5281,2570,2711,5169,2527,2642,112,43,69,968,207,761,968,207,761,0,0,0
128,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",18798,10770,8028,18090,10396,7694,708,374,334,5882,3260,2622,5517,3001,2516,365,259,106,9941,5445,4496,9598,5330,4268,343,115,228,2975,2065,910,2975,2065,910,0,0,0
129,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,17845,10671,7174,17553,10532,7021,292,139,153,7442,3892,3550,7401,3892,3509,41,0,41,7931,4813,3118,7718,4674,3044,213,139,74,2472,1966,506,2434,1966,468,38,0,38
130,Westchester County (Southwest)--Yonkers City PUMA,18293,10777,7516,17967,10612,7355,326,165,161,5927,3334,2593,5746,3247,2499,181,87,94,8843,4787,4056,8776,4787,3989,67,0,67,3523,2656,867,3445,2578,867,78,78,0
131,Broome (Outer West) & Tioga Counties PUMA,392,181,211,392,181,211,0,0,0,211,0,211,211,0,211,0,0,0,144,144,0,144,144,0,0,0,0,37,37,0,37,37,0,0,0,0
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,8063,4209,3854,7658,3909,3749,405,300,105,3712,1884,1828,3594,1766,1828,118,118,0,3030,1718,1312,2815,1536,1279,215,182,33,1321,607,714,1249,607,642,72,0,72
133,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",15365,8222,7143,14645,7993,6652,720,229,491,6280,3310,2970,6174,3310,2864,106,0,106,7667,4060,3607,7194,3894,3300,473,166,307,1418,852,566,1277,789,488,141,63,78
134,NYC-Manhattan Community District 10--Central Harlem PUMA,11221,6140,5081,11154,6140,5014,67,0,67,3324,1418,1906,3324,1418,1906,0,0,0,5180,2735,2445,5113,2735,2378,67,0,67,2717,1987,730,2717,1987,730,0,0,0
135,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",15701,7881,7820,15384,7809,7575,317,72,245,9243,4096,5147,9200,4096,5104,43,0,43,5469,3424,2045,5195,3352,1843,274,72,202,989,361,628,989,361,628,0,0,0
136,Erie County (Northwest) PUMA,574,347,227,494,267,227,80,80,0,316,190,126,236,110,126,80,80,0,167,66,101,167,66,101,0,0,0,91,91,0,91,91,0,0,0,0
137,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,25462,14581,10881,24672,14144,10528,790,437,353,10708,5654,5054,10409,5587,4822,299,67,232,10872,6609,4263,10508,6366,4142,364,243,121,3882,2318,1564,3755,2191,1564,127,127,0
138,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,4272,2529,1743,3760,2017,1743,512,512,0,1564,837,727,1128,401,727,436,436,0,2100,1084,1016,2024,1008,1016,76,76,0,608,608,0,608,608,0,0,0,0
139,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",3001,1811,1190,3001,1811,1190,0,0,0,973,534,439,973,534,439,0,0,0,1250,782,468,1250,782,468,0,0,0,778,495,283,778,495,283,0,0,0
140,Nassau County (West Central)--Hempstead Town (West Central) PUMA,10024,5386,4638,9947,5309,4638,77,77,0,4382,1861,2521,4382,1861,2521,0,0,0,5304,3187,2117,5227,3110,2117,77,77,0,338,338,0,338,338,0,0,0,0
141,Nassau County (Central)--Hempstead Town (Northeast) PUMA,6566,3114,3452,6473,3114,3359,93,0,93,4239,1844,2395,4239,1844,2395,0,0,0,1761,940,821,1668,940,728,93,0,93,566,330,236,566,330,236,0,0,0
142,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,4692,1994,2698,4211,1994,2217,481,0,481,1726,882,844,1631,882,749,95,0,95,2275,727,1548,1889,727,1162,386,0,386,691,385,306,691,385,306,0,0,0
143,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,18815,11738,7077,18329,11623,6706,486,115,371,7257,4147,3110,7084,4091,2993,173,56,117,8949,5413,3536,8695,5413,3282,254,0,254,2609,2178,431,2550,2119,431,59,59,0
144,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,4526,2452,2074,4408,2334,2074,118,118,0,1679,592,1087,1561,474,1087,118,118,0,2486,1576,910,2486,1576,910,0,0,0,361,284,77,361,284,77,0,0,0
145,Nassau County (West Central)--North Hempstead Town (South) PUMA,12331,7184,5147,12279,7184,5095,52,0,52,6640,3722,2918,6588,3722,2866,52,0,52,4028,2310,1718,4028,2310,1718,0,0,0,1663,1152,511,1663,1152,511,0,0,0
146,Capital Region,16579,9314,7265,16223,9057,7166,356,257,99,10795,5941,4854,10538,5684,4854,257,257,0,5023,2799,2224,5023,2799,2224,0,0,0,761,574,187,662,574,88,99,0,99
147,Central NY,7170,3360,3810,6416,3200,3216,754,160,594,3421,1552,1869,3093,1515,1578,328,37,291,2745,1303,1442,2319,1180,1139,426,123,303,1004,505,499,1004,505,499,0,0,0
148,Finger Lakes,11911,6476,5435,11503,6291,5212,408,185,223,6569,3852,2717,6488,3771,2717,81,81,0,4068,2138,1930,3741,2034,1707,327,104,223,1274,486,788,1274,486,788,0,0,0
149,Long Island,160579,89315,71264,156718,87446,69272,3861,1869,1992,64849,32898,31951,63596,32084,31512,1253,814,439,71128,40465,30663,69581,39880,29701,1547,585,962,24602,15952,8650,23541,15482,8059,1061,470,591
150,Mid-Hudson,123483,66834,56649,120517,65602,54915,2966,1232,1734,45955,24589,21366,44667,23843,20824,1288,746,542,60284,31084,29200,58988,30811,28177,1296,273,1023,17244,11161,6083,16862,10948,5914,382,213,169
151,Mohawk Valley,2986,1737,1249,2836,1651,1185,150,86,64,1417,795,622,1417,795,622,0,0,0,825,588,237,739,502,237,86,86,0,744,354,390,680,354,326,64,0,64
152,New York City,687871,374185,313686,663921,361403,302518,23950,12782,11168,280178,136286,143892,270521,130050,140471,9657,6236,3421,318271,181270,137001,306724,176282,130442,11547,4988,6559,89422,56629,32793,86676,55071,31605,2746,1558,1188
153,North Country,2002,836,1166,1736,786,950,266,50,216,950,509,441,900,459,441,50,50,0,930,327,603,714,327,387,216,0,216,122,0,122,122,0,122,0,0,0
154,Southern Tier,7705,3466,4239,7652,3466,4186,53,0,53,3961,2076,1885,3908,2076,1832,53,0,53,2358,585,1773,2358,585,1773,0,0,0,1386,805,581,1386,805,581,0,0,0
155,Western NY,13871,8212,5659,12892,7547,5345,979,665,314,6755,3874,2881,6313,3537,2776,442,337,105,5200,3356,1844,4773,3082,1691,427,274,153,1916,982,934,1806,928,878,110,54,56
