,puma,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
91,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,4586.0,2730.0,1856.0,2985.0,2222.0,763.0,1601.0,508.0,1093.0
92,Albany County (Outside Albany City) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",8370.0,4185.0,4185.0,3906.0,2247.0,1659.0,4464.0,1938.0,2526.0
94,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",5155.0,2318.0,2837.0,3916.0,2159.0,1757.0,1239.0,159.0,1080.0
95,Nassau County (West Central)--Hempstead Town (West Central) PUMA,290.0,0.0,290.0,290.0,0.0,290.0,0.0,0.0,0.0
96,Erie County (West Central)--Buffalo City (East) PUMA,275.0,150.0,125.0,178.0,53.0,125.0,97.0,97.0,0.0
97,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,631.0,0.0,631.0,370.0,0.0,370.0,261.0,0.0,261.0
98,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",728.0,469.0,259.0,452.0,316.0,136.0,276.0,153.0,123.0
99,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",2780.0,144.0,2636.0,2016.0,46.0,1970.0,764.0,98.0,666.0
100,Madison & Cortland Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Nassau County (West Central)--North Hempstead Town (South) PUMA,1665.0,1060.0,605.0,1665.0,1060.0,605.0,0.0,0.0,0.0
103,Westchester County (Central)--White Plains City PUMA,1807.0,1208.0,599.0,1523.0,924.0,599.0,284.0,284.0,0.0
104,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,10867.0,5328.0,5539.0,5411.0,2986.0,2425.0,5456.0,2342.0,3114.0
107,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,1885.0,493.0,1392.0,1258.0,416.0,842.0,627.0,77.0,550.0
108,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,21397.0,11039.0,10358.0,12864.0,6306.0,6558.0,8533.0,4733.0,3800.0
109,Suffolk County (Northwest)--Huntington Town (North) PUMA,469.0,0.0,469.0,469.0,0.0,469.0,0.0,0.0,0.0
110,Suffolk County (Southwest)--Islip Town (South) PUMA,383.0,0.0,383.0,0.0,0.0,0.0,383.0,0.0,383.0
111,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",628.0,350.0,278.0,628.0,350.0,278.0,0.0,0.0,0.0
112,Ulster County (East) PUMA,509.0,255.0,254.0,509.0,255.0,254.0,0.0,0.0,0.0
113,NYC-Manhattan Community District 10--Central Harlem PUMA,2387.0,687.0,1700.0,1802.0,430.0,1372.0,585.0,257.0,328.0
114,NYC-Brooklyn Community District 4--Bushwick PUMA,4782.0,2714.0,2068.0,2817.0,2063.0,754.0,1965.0,651.0,1314.0
115,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",2669.0,1658.0,1011.0,2084.0,1371.0,713.0,585.0,287.0,298.0
116,Oneida County (Central)--Greater Utica & Rome Cities PUMA,827.0,250.0,577.0,827.0,250.0,577.0,0.0,0.0,0.0
117,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",8860.0,3505.0,5355.0,4709.0,2220.0,2489.0,4151.0,1285.0,2866.0
118,Erie County (Central) PUMA,662.0,220.0,442.0,662.0,220.0,442.0,0.0,0.0,0.0
119,Livingston & Wyoming Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Niagara County (North & East) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Westchester County (Southwest)--Yonkers City PUMA,4651.0,2043.0,2608.0,3804.0,1626.0,2178.0,847.0,417.0,430.0
123,Sullivan & Ulster (West) Counties PUMA,1370.0,246.0,1124.0,1124.0,0.0,1124.0,246.0,246.0,0.0
124,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",5294.0,2529.0,2765.0,2539.0,1380.0,1159.0,2755.0,1149.0,1606.0
125,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,8462.0,4154.0,4308.0,6797.0,3977.0,2820.0,1665.0,177.0,1488.0
126,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",9776.0,4254.0,5522.0,7058.0,3411.0,3647.0,2718.0,843.0,1875.0
127,NYC-Manhattan Community District 11--East Harlem PUMA,4404.0,2469.0,1935.0,3692.0,2130.0,1562.0,712.0,339.0,373.0
128,Westchester County (Southeast) PUMA,2373.0,999.0,1374.0,2035.0,874.0,1161.0,338.0,125.0,213.0
129,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Erie County (Northeast) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,4114.0,2040.0,2074.0,3158.0,1495.0,1663.0,956.0,545.0,411.0
133,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",340.0,110.0,230.0,214.0,110.0,104.0,126.0,0.0,126.0
135,Albany County (East Central)--Albany City PUMA,796.0,604.0,192.0,796.0,604.0,192.0,0.0,0.0,0.0
136,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",3290.0,811.0,2479.0,2269.0,482.0,1787.0,1021.0,329.0,692.0
137,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,5902.0,2700.0,3202.0,3375.0,1407.0,1968.0,2527.0,1293.0,1234.0
138,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,7480.0,3322.0,4158.0,3597.0,1536.0,2061.0,3883.0,1786.0,2097.0
139,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",478.0,239.0,239.0,194.0,0.0,194.0,284.0,239.0,45.0
140,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",10619.0,4634.0,5985.0,6102.0,2950.0,3152.0,4517.0,1684.0,2833.0
141,NYC-Manhattan Community District 8--Upper East Side PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Orange County (Northeast)--Greater Newburgh City PUMA,1652.0,933.0,719.0,989.0,692.0,297.0,663.0,241.0,422.0
143,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",459.0,153.0,306.0,273.0,153.0,120.0,186.0,0.0,186.0
144,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,793.0,649.0,144.0,649.0,649.0,0.0,144.0,0.0,144.0
145,Suffolk County (Central)--Islip Town (Northwest) PUMA,3699.0,1461.0,2238.0,2899.0,1235.0,1664.0,800.0,226.0,574.0
146,Capital Region,1256.0,892.0,364.0,944.0,665.0,279.0,312.0,227.0,85.0
147,Central NY,1056.0,215.0,841.0,581.0,215.0,366.0,475.0,0.0,475.0
148,Finger Lakes,869.0,129.0,740.0,564.0,129.0,435.0,305.0,0.0,305.0
149,Long Island,20631.0,9041.0,11590.0,11371.0,5067.0,6304.0,9260.0,3974.0,5286.0
150,Mid-Hudson,29193.0,15239.0,13954.0,20119.0,10828.0,9291.0,9074.0,4411.0,4663.0
151,Mohawk Valley,861.0,250.0,611.0,861.0,250.0,611.0,0.0,0.0,0.0
152,New York City,236535.0,109063.0,127472.0,153255.0,78240.0,75015.0,83280.0,30823.0,52457.0
153,North Country,210.0,0.0,210.0,0.0,0.0,0.0,210.0,0.0,210.0
154,Southern Tier,412.0,15.0,397.0,15.0,15.0,0.0,397.0,0.0,397.0
155,Western NY,3082.0,914.0,2168.0,1589.0,323.0,1266.0,1493.0,591.0,902.0
