,puma,Unemployment_HSINC_score,FT_Work_HSINC_score,Poverty_HSINC_score,Working_Poor_HSINC_score,Rent_Burden_HSINC_score,Home_Ownership_HSINC_score,Income_level_HSINC_score,Overall_HSINC_score,Unemployment_HSINC_grade,FT_Work_HSINC_grade,Poverty_HSINC_grade,Working_Poor_HSINC_grade,Rent_Burden_HSINC_grade,Home_Ownership_HSINC_grade,Income_level_HSINC_grade,Overall_HSINC_grade
21,"Chenango, Delaware & Broome (East) Counties PUMA",0.37470406647063625,0.9480564366277686,1.5612605158458388,1.008023068050704,#DIV/0!,0.4355676685745334,-1.2798610547464018,#DIV/0!,B-,B,A-,B,#DIV!0,B-,D-,#DIV!0
22,Dutchess County (North & East) PUMA,0.37470406647063625,-1.5935733930552654,-0.21442172892146724,-0.860903892213107,1.0678112883289521,0.3853482627589342,-0.5103642392656706,-0.19305709084242678,B-,D-,C,D,B,B-,C-,C
23,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,-0.07818112797348592,0.24947007714263156,-0.5274995333709431,-0.8778076205394508,-0.1593718066028181,-0.21028016307817915,-0.30470285161268346,-0.27262471800498983,C,C,C-,D,C,C,C-,C-
24,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,0.37470406647063625,-0.5223342356758119,-1.3999170720679173,-1.6551978503252267,-1.3222254613644928,-1.0723774542767455,-0.8696016839787267,-0.9238499558883263,B-,C-,D-,D-,D-,D,D,D
25,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.37470406647063625,0.2499570352784768,-0.4797781376970218,-0.6360705736851299,-0.31515838267342017,-0.43319329851332133,0.35620824472755175,-0.12619014944174692,B-,C,C-,C-,C-,C-,B-,C
26,Westchester County (Southeast) PUMA,0.04093346445245321,0.09257470809823587,-0.2553285061735423,-0.8511603611746428,-0.023765170070564397,-0.45924727181369807,-0.9142541377322937,-0.3386067534877218,C,C,C-,D,C,C-,D,C-
27,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.37470406647063625,0.4711691701065376,0.6109663999434428,0.35396433513855174,-0.30190858379513236,0.2845465983401062,0.15120180270798544,0.2778062555588754,B-,B-,B-,B-,C-,B-,C,B-
28,Westchester County (Northwest) PUMA,0.07826164977092509,0.22875507885176052,-1.0368408041720092,-1.1119727766609988,-1.3230147764581102,-0.8813716343268678,-0.4346926955306798,-0.6401251369322828,C,C,D,D,D-,D,C-,C-
29,Monroe County (South) PUMA,0.37470406647063625,0.19572197596730176,-1.2877102600444297,0.5174297409814537,-0.4236671646881492,-0.46006838731787725,-0.41644178027176504,-0.21429025841468993,B-,C,D-,B-,C-,C-,C-,C
30,Rockland County (North)--New City & Congers PUMA,0.37470406647063625,0.6340021626971473,0.20390683908537152,-0.2853487736045007,-1.7864586992943803,0.9735824381680093,0.1249489025251815,0.03419099086392354,B-,B-,C,C-,E,B,C,C
31,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",-0.2018992571089352,-0.28314259245252266,-0.8796682474495855,-0.6777398435705035,-0.1715292311245659,-1.058072979648353,-0.8639681339451271,-0.5908600407570846,C,C-,D,C-,C,D,D,C-
32,Orange County (Southeast) PUMA,-0.08733152797928462,0.9480564366277686,0.890119298155462,0.8282818782498222,0.9077587656584847,-0.4820836824682162,0.3853046735085804,0.4843008345360881,C,B,B,B,B,C-,B-,B-
33,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",0.23051393048332985,0.04605240704356658,0.16052216261722715,-0.3916721114048982,0.43086255239584687,-0.7642858996191759,0.3397126953004912,0.007386533830912502,C,C,C,C-,B-,D,B-,C
34,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.37470406647063625,-1.5181787182047772,1.2301136250080258,-0.11333310810758268,1.0678112883289521,-0.2089409906459118,2.4135931503799974,0.46368133046133425,B-,D-,B,C,B,C,A,B-
35,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0.12270911538962634,-0.8279066135172881,-0.7945022904502205,-1.790687254748359,-0.094382784899048,-0.7147280585583164,-1.038059326742642,-0.733936744789464,C,D,D,E,C,C-,D,C-
36,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.37470406647063625,-0.07334138819585848,0.7740319104989036,0.8796166513381521,0.48131677393176436,-0.32011067071674837,0.15542543202869682,0.3245203964793638,B-,C,B,B,B-,C-,C,B-
37,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.37470406647063625,-2.2716120530262907,-0.4606247873726114,1.008023068050704,1.0678112883289521,0.22494375465401048,-0.21743073514021638,-0.03916934257640222,B-,E,C-,B,B,C,C,C
38,Westchester County (Southwest)--Yonkers City PUMA,0.06393561095256571,-0.09378408608175778,-0.3821212289824909,-0.15715517000265725,0.131505498270653,-0.6139028353325546,-0.16323755235972717,-0.173537109076567,C,C,C-,C,C,C-,C,C
39,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.37470406647063625,-1.5496793430234017,-0.4942173801502396,-2.636384504463728,1.0678112883289521,-1.0723774542767455,-1.7758123798912646,-0.8694222438579701,B-,D-,C-,E,B,D,E,D
40,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,-0.6985674085161715,0.2498058798525441,-0.036336076315423745,-0.39264275541261495,-0.15648657989059603,-0.8673021093498557,-0.29357035577779567,-0.31358562934427336,C-,C,C,C-,C,D,C-,C-
41,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,0.37470406647063625,0.20283407191692368,0.16393222862463494,0.2791415535478177,0.7345263381396213,-0.19082022237094282,0.8951725019448318,0.35135579118193183,B-,C,C,B-,B-,C,B,B-
42,Erie County (West Central)--Buffalo City (West) PUMA,-0.5648445814534454,0.4761685419468183,-1.5749311017277015,-1.4586751871371813,-0.9377604856713271,-0.8936835586430886,-0.7555682013830234,-0.8156135105812784,C-,B-,D-,D-,D,D,D,D
43,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
44,Westchester County (Central)--White Plains City PUMA,-0.0929002630833761,0.9480564366277686,0.80755222026383,0.2439902329998507,0.04684333714859028,-0.8650800772790986,-0.002266855804615624,0.15517071869613558,C,B,B,C,C,D,C,C
45,St. Lawrence County PUMA,-4.508498793982304,0.9480564366277686,0.4955696126041497,1.008023068050704,0.1074961523061487,-1.0723774542767455,3.701981758734815,0.0971786828663623,E,B,B-,B,C,D,A,C
46,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
47,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,0.37470406647063625,0.9480564366277686,0.343328054998194,1.008023068050704,1.0678112883289521,1.3161471513423226,1.0211851602450661,0.8684650322948063,B-,B,B-,B,B,A-,B,B
48,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.37470406647063625,0.9480564366277686,1.5612605158458388,1.008023068050704,1.0678112883289521,-0.7813489574398129,-0.10462094776805397,0.5819836385880046,B-,B,A-,B,B,D,C,B-
49,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,-4.123741861284651,0.9480564366277686,-2.346272796040355,-2.636384504463728,-2.047228683949495,-1.0723774542767455,-2.095688864946098,-1.910519675476186,E,B,E,E,E,D,E,E
50,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
51,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",0.37470406647063625,0.9480564366277686,-0.5146165560937016,1.008023068050704,1.0678112883289521,-1.0723774542767455,-0.6616847584757909,0.1642737272331176,B-,B,C-,B,B,D,C-,C
52,Westchester County (Northeast) PUMA,0.37470406647063625,0.9480564366277686,0.2281020917905492,1.008023068050704,-2.453344210421327,0.940175685643025,-0.5131344089537277,0.07608324702966117,B-,B,C,B,E,B,C-,C
53,Chautauqua County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
54,Erie County (West Central)--Buffalo City (East) PUMA,0.37470406647063625,-1.3602424767622987,-0.13362652656912385,1.008023068050704,-1.2765849893363892,0.6921349543335471,-1.296832727265638,-0.2846320901540803,B-,D-,C,B,D-,B-,D-,C-
55,Cayuga & Onondaga (South) Counties PUMA,0.37470406647063625,0.9480564366277686,1.5612605158458388,1.008023068050704,#DIV/0!,2.0625610905982814,0.26675492603710393,#DIV/0!,B-,B,A-,B,#DIV!0,A,B-,#DIV!0
56,Oneida County (Central)--Greater Utica & Rome Cities PUMA,-0.8660426327490218,-0.02752650035218409,-0.9889685566952704,-0.2364087859786142,0.06131039712537865,-0.01358210438505948,-0.21354277417066422,-0.32639442245791944,D,C,D,C,C,C,C,C-
57,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.37470406647063625,-1.7047074866133909,0.670257040882778,1.008023068050704,1.0678112883289521,1.3477262026185366,-1.5901244429886858,0.16766996239279006,B-,D-,B-,B,B,A-,D-,C
58,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",#DIV/0!,#DIV/0!,1.5612605158458388,#DIV/0!,-2.453344210421327,-1.0723774542767455,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,A-,#DIV!0,E,D,#DIV!0,#DIV!0
59,NYC-Manhattan Community District 11--East Harlem PUMA,-0.07473432432791455,0.8889442370728239,-0.33888062344198966,-0.4823391983895013,1.0023329238122747,-1.0723774542767455,0.32297787958374624,0.035131920004670546,C,B,C-,C-,B,D,B-,C
60,Schenectady County--Schenectady City PUMA,0.37470406647063625,0.9480564366277686,-1.9364940217601547,1.008023068050704,-0.39074266303622635,-0.7436198540651321,0.5917088156166171,-0.021194878870826734,B-,B,E,B,C-,C-,B-,C
61,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.37470406647063625,0.9480564366277686,1.5612605158458388,1.008023068050704,#DIV/0!,#DIV/0!,2.8663860426732093,#DIV/0!,B-,B,A-,B,#DIV!0,#DIV!0,A,#DIV!0
62,Onondaga County (Central)--Syracuse City (Outer) PUMA,0.37470406647063625,0.9480564366277686,1.0599849905188619,0.0858101762254058,1.0678112883289521,-0.2922768271903787,0.0806140917274456,0.4749577461012417,B-,B,B,C,B,C-,C,B-
63,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",-0.5076436720366369,0.12237816046202357,0.08153429546633124,0.3903616495108145,-0.3558775295441337,1.1719535494406035,0.1699013109753336,0.1532296806106194,C-,C,C,B-,C-,B,C,C
64,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",0.37470406647063625,0.9480564366277686,-0.958070172080786,-1.1131801010908229,#DIV/0!,2.0625610905982814,-0.7809734485912246,#DIV/0!,B-,B,D,D,#DIV!0,A,D,#DIV!0
65,Onondaga County (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
66,Ulster County (East) PUMA,0.37470406647063625,-1.5941500999858258,-0.7441841381670155,1.008023068050704,-2.453344210421327,0.21294734912201563,3.4234498533809465,0.03249226977859054,B-,D-,C-,B,E,C,A,C
67,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
68,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
69,Broome (Outer West) & Tioga Counties PUMA,0.37470406647063625,-3.3607682017003575,0.16226710788658427,#DIV/0!,#DIV/0!,2.0625610905982814,#DIV/0!,#DIV/0!,B-,E,C,#DIV!0,#DIV!0,A,#DIV!0,#DIV!0
70,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",0.37470406647063625,0.12036214641175133,-1.068437652951952,-0.8985061061875639,-0.3787503703720644,-1.0723774542767455,-0.2337555493131892,-0.45096584574558957,B-,C,D,D,C-,D,C,C-
71,Suffolk County (Southwest)--Islip Town (South) PUMA,-5.520870118710353,0.9480564366277686,-0.18519327949879422,1.008023068050704,-2.453344210421327,0.6614149242393468,1.7058364370320909,-0.5480109632400804,E,B,C,B,E,B-,A-,C-
72,Erie County (Central) PUMA,0.37470406647063625,0.9480564366277686,0.5158239718762869,1.008023068050704,1.0678112883289521,1.5767372810123856,-0.5500496155714859,0.7058723566850355,B-,B,B-,B,B,A-,C-,B-
73,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.37470406647063625,-0.023895073078854835,0.006238056759840157,-0.9600095720454095,-0.5190735195839805,-0.7056729864508731,-0.40670188563898363,-0.3192015590810893,B-,C,C,D,C-,C-,C-,C-
74,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
75,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.37470406647063625,0.9480564366277686,0.31884521006055966,1.008023068050704,1.0678112883289521,0.4117659691746213,2.529546331045584,0.9512503385369752,B-,B,B-,B,B,B-,A,B
76,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",0.37470406647063625,-0.11464189588918523,0.30692323498914037,-0.8650802653086689,0.7930390384264736,0.548689860274821,0.7628985703619309,0.2580760870464497,B-,C,B-,D,B,B-,B,B-
77,Cattaraugus & Allegany Counties PUMA,0.37470406647063625,0.9480564366277686,1.5612605158458388,1.008023068050704,#DIV/0!,2.0625610905982814,0.2217396686061758,#DIV/0!,B-,B,A-,B,#DIV!0,A,C,#DIV!0
78,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",0.3597552729447238,-0.03002704126420321,-0.01039218935051141,-0.13677151716613628,-0.25479898330194367,-0.03894995290741977,0.09179625306513793,-0.002769736854336079,B-,C,C,C,C-,C,C,C
79,Jefferson & Lewis Counties PUMA,0.37470406647063625,-1.9358025732768824,1.5612605158458388,1.008023068050704,1.0678112883289521,1.205142001401693,-0.2708558627094104,0.43004035773021876,B-,E,A-,B,B,B,C-,B-
80,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.37470406647063625,0.9480564366277686,-0.591310466491468,1.008023068050704,0.2904133210723968,-0.47838909840568766,-0.030345773007022393,0.2173073649024754,B-,B,C-,B,B-,C-,C,C
81,NYC-Queens Community District 1--Astoria & Long Island City PUMA,0.08867693366315882,-0.1277379193375103,0.418333619487061,0.5719673148328202,0.1389377142900571,-0.58098101958805,0.2831343859734888,0.11319014704586079,C,C,B-,B-,C,C-,B-,C
82,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
83,Dutchess County (Southwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
84,Erie County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
85,Genesee & Orleans Counties PUMA,-5.520870118710353,0.9480564366277686,-2.346272796040355,-2.636384504463728,#DIV/0!,-1.0723774542767455,-1.97102277509654,#DIV/0!,E,B,E,E,#DIV!0,D,E,#DIV!0
86,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
87,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",0.37470406647063625,-0.04772753713007815,0.4519448387872383,0.4122894008298892,0.13026610924635632,-0.10539641029137033,0.4924409537549691,0.244074488809663,B-,C,B-,B-,C,C,B-,C
88,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.37470406647063625,-0.7998025919956762,-1.7084018267483045,-2.2081666146932823,0.31217645867013294,-0.7944116760758476,-1.1317305597525567,-0.8508046777321283,B-,D,D-,E,B-,D,D,D
89,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.37470406647063625,-0.3172333381193796,0.41381025759354373,1.008023068050704,#DIV/0!,2.0625610905982814,0.6320802940330765,#DIV/0!,B-,C-,B-,B,#DIV!0,A,B-,#DIV!0
90,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.37470406647063625,0.46755482698262013,0.9526786072116045,1.008023068050704,-0.32475271744770523,0.8279919435220443,0.9669848971128642,0.6104549559861098,B-,B-,B,B,C-,B,B,B-
91,Orange County (Northeast)--Greater Newburgh City PUMA,0.37470406647063625,0.10737287055778238,0.4891654606973452,0.22186843231927372,1.0678112883289521,0.06856355980171501,-0.08159234002616991,0.3211276197356478,B-,C,B-,C,B,C,C,B-
92,Sullivan & Ulster (West) Counties PUMA,0.37470406647063625,-2.2539141661665267,1.5612605158458388,1.008023068050704,#DIV/0!,2.0625610905982814,0.081066989134525,#DIV/0!,B-,E,A-,B,#DIV!0,A,C,#DIV!0
93,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.37470406647063625,0.30687200540362825,0.3147347518036537,0.5540932992321805,1.0678112883289521,1.1433462565655927,1.261300507304062,0.7175517393012437,B-,B-,B-,B-,B,B,A-,B-
94,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
95,Albany County (East Central)--Albany City PUMA,0.37470406647063625,0.6427066591084528,-1.026933383241571,0.39032686931944455,-1.0891441907366504,-0.815857935100925,-0.7051955335211832,-0.31848477824311366,B-,B-,D,B-,D,D,C-,C-
96,Nassau County (Northwest)--North Hempstead Town (North) PUMA,-0.503129589778739,0.9480564366277686,1.1754849340991127,0.592667793242074,1.0678112883289521,-0.6680302852721639,2.5079810174016877,0.7315487992355274,C-,B,B,B-,B,C-,A,B-
97,Rensselaer County--Troy City PUMA,0.37470406647063625,0.9480564366277686,-0.15601669384716244,1.008023068050704,-0.9993347258627541,-0.284264412269057,0.08785292702797487,0.13986009517115863,B-,B,C,B,D,C-,C,C
98,Tompkins County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
99,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,-0.3369084020233259,0.4862753879180562,0.6952666467251146,-0.11457026187651285,-0.611150273989062,1.5508035551646284,-0.2943733690794448,0.1964776118342077,C-,B-,B-,C,C-,A-,C-,C
100,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,0.33781567052324507,0.2690922720614218,0.1668935707958041,0.11200270577232624,0.31806367269488905,-0.4400013621585789,-0.08216120529284611,0.09738647491375163,B-,B-,C,C,B-,C-,C,C
101,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,0.2735439336680674,0.14512374165417594,-0.03694260233650674,-0.10374910892147793,-0.17196063330895295,-0.4216109297509592,0.19762100007363212,-0.01685351413171734,B-,C,C,C,C,C-,C,C
102,Columbia & Greene Counties PUMA,0.37470406647063625,0.9480564366277686,-0.65956776932689,-0.880043505661592,1.0678112883289521,-1.0723774542767455,-0.9672868329443728,-0.16981482439746332,B-,B,C-,D,B,D,D,C
103,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
104,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,-2.022118513551265,-0.9966671727468551,1.1282091436522659,0.6132599244031439,0.6888363495919837,0.12948365023397693,1.8253530055251166,0.19519376958690954,E,D,B,B-,B-,C,A,C
105,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.37470406647063625,0.13420146217520018,0.4437707706606011,0.2010013560352059,-0.29364111951034105,-0.7640809357340242,1.2245897615456047,0.18864933737755468,B-,C,B-,C,C-,D,B,C
