,puma,Total_Population,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
55,Cayuga & Onondaga (South) Counties PUMA,54007,16943,8457,8486,33884,17060,16824,3180,1817,1363
56,Oneida County (Central)--Greater Utica & Rome Cities PUMA,59802,17222,7464,9758,38217,19561,18656,4363,2402,1961
57,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,37361,15034,5994,9040,21165,11244,9921,1162,639,523
58,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",52990,49956,25340,24616,2891,1306,1585,143,0,143
59,NYC-Manhattan Community District 11--East Harlem PUMA,8150,6545,3195,3350,1525,1128,397,80,77,3
60,Schenectady County--Schenectady City PUMA,58891,18821,8626,10195,36256,17495,18761,3814,2834,980
61,"Clinton, Franklin, Essex & Hamilton Counties PUMA",77282,17136,6321,10815,53548,28991,24557,6598,4343,2255
62,Onondaga County (Central)--Syracuse City (Outer) PUMA,68689,30819,14513,16306,35218,17571,17647,2652,1239,1413
63,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",17551,9070,4630,4440,7691,4452,3239,790,351,439
64,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",56498,24449,10037,14412,31080,16362,14718,969,818,151
65,Onondaga County (North) PUMA,65870,28512,13239,15273,35437,18467,16970,1921,1373,548
66,Ulster County (East) PUMA,62482,22897,9018,13879,35649,18294,17355,3936,2721,1215
67,Oswego County PUMA,58509,11291,4695,6596,40150,20253,19897,7068,4600,2468
68,Niagara County (North & East) PUMA,50211,13668,5353,8315,34163,17586,16577,2380,1151,1229
69,Broome (Outer West) & Tioga Counties PUMA,50591,14706,6613,8093,33267,17871,15396,2618,1655,963
70,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",876,763,432,331,98,98,0,15,15,0
71,Suffolk County (Southwest)--Islip Town (South) PUMA,40689,19951,9510,10441,19795,10118,9677,943,334,609
72,Erie County (Central) PUMA,70311,19459,7127,12332,47821,25157,22664,3031,2045,986
73,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",13415,9133,4297,4836,3652,2245,1407,630,335,295
74,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,46305,13246,6381,6865,30046,15046,15000,3013,1988,1025
75,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,36171,19998,9145,10853,15437,8146,7291,736,322,414
76,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",8433,4842,1859,2983,2898,1551,1347,693,330,363
77,Cattaraugus & Allegany Counties PUMA,55808,10635,4035,6600,40720,20685,20035,4453,3066,1387
78,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",22000,9786,4941,4845,11607,5881,5726,607,132,475
79,Jefferson & Lewis Counties PUMA,59550,13135,5608,7527,41438,22409,19029,4977,2595,2382
80,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",41298,36583,17918,18665,4338,2605,1733,377,255,122
81,NYC-Queens Community District 1--Astoria & Long Island City PUMA,39079,27735,14169,13566,10413,6389,4024,931,594,337
82,Saratoga County (Outer) PUMA,59262,22691,11314,11377,32229,14684,17545,4342,3060,1282
83,Dutchess County (Southwest) PUMA,55285,22552,9987,12565,30584,16969,13615,2149,1537,612
84,Erie County (Northwest) PUMA,51618,21331,9940,11391,27443,13089,14354,2844,1724,1120
85,Genesee & Orleans Counties PUMA,47250,8692,3029,5663,35307,18099,17208,3251,2409,842
86,Erie County (Northeast) PUMA,58008,26511,13345,13166,30751,14775,15976,746,218,528
87,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",36174,16250,7804,8446,18505,10185,8320,1419,698,721
88,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,17763,11604,6405,5199,5356,2743,2613,803,624,179
89,Nassau County (West Central)--Hempstead Town (West Central) PUMA,20828,9907,4008,5899,10436,5025,5411,485,176,309
90,Suffolk County (South Central)--Brookhaven Town (South) PUMA,48838,15191,7819,7372,30491,14778,15713,3156,2225,931
91,Orange County (Northeast)--Greater Newburgh City PUMA,37413,13616,5631,7985,21023,11315,9708,2774,1703,1071
92,Sullivan & Ulster (West) Counties PUMA,38926,11428,5461,5967,24781,12758,12023,2717,2327,390
93,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",32021,13860,7040,6820,17316,8520,8796,845,505,340
94,Wayne & Seneca Counties PUMA,57706,13439,5719,7720,38524,19059,19465,5743,3456,2287
95,Albany County (East Central)--Albany City PUMA,27947,16968,8613,8355,10502,5736,4766,477,477,0
96,Nassau County (Northwest)--North Hempstead Town (North) PUMA,30729,21321,9966,11355,8787,4128,4659,621,377,244
97,Rensselaer County--Troy City PUMA,71763,24460,13111,11349,43248,19936,23312,4055,2446,1609
98,Tompkins County PUMA,34565,15953,7212,8741,15815,7812,8003,2797,1724,1073
99,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,24414,8167,3574,4593,15167,7262,7905,1080,972,108
100,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,7495,5068,2956,2112,2345,1584,761,82,21,61
101,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,2564,958,489,469,1541,886,655,65,65,0
102,Columbia & Greene Counties PUMA,48062,12852,4857,7995,30600,15509,15091,4610,3749,861
103,Madison & Cortland Counties PUMA,55089,15917,6464,9453,34685,18489,16196,4487,2525,1962
104,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,16819,12962,6157,6805,3617,2186,1431,240,240,0
105,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,2693,422,133,289,1641,896,745,630,535,95
106,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",453,36,0,36,243,108,135,174,163,11
107,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,22375,17990,9092,8898,3367,1854,1513,1018,885,133
108,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",46932,8013,2857,5156,34466,17382,17084,4453,2473,1980
109,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,53090,10481,5173,5308,38810,19586,19224,3799,2227,1572
110,Livingston & Wyoming Counties PUMA,49238,10973,4411,6562,36053,19546,16507,2212,1667,545
111,Putnam County PUMA,37155,17483,7665,9818,18994,10637,8357,678,209,469
112,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",2239,1194,588,606,968,633,335,77,17,60
113,Suffolk County (Northwest)--Huntington Town (North) PUMA,32750,21058,9332,11726,11112,6395,4717,580,317,263
114,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",4031,1805,842,963,1773,1170,603,453,208,245
115,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,27197,23100,12922,10178,3873,2826,1047,224,121,103
116,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,32646,19815,8863,10952,12411,6919,5492,420,135,285
117,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,37179,26244,11998,14246,9813,5690,4123,1122,630,492
118,Orange County (Northwest) PUMA,34056,8944,3699,5245,22661,11298,11363,2451,1566,885
119,Nassau County (Central)--Hempstead Town (East Central) PUMA,44667,23852,10780,13072,19963,11458,8505,852,570,282
120,Monroe County (North & West) PUMA,47778,17419,7148,10271,28386,15135,13251,1973,1294,679
121,Suffolk County (Northwest)--Smithtown Town PUMA,52251,30223,15301,14922,21107,10248,10859,921,497,424
122,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,42551,12415,6082,6333,25713,11943,13770,4423,2166,2257
123,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",27828,7540,4065,3475,15013,6806,8207,5275,3355,1920
124,Suffolk County (Central)--Brookhaven Town (Central) PUMA,45277,13615,5761,7854,28837,13740,15097,2825,1953,872
125,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,15393,4145,1212,2933,10323,5473,4850,925,507,418
126,Erie County (South) PUMA,77233,27111,12168,14943,47532,25188,22344,2590,1085,1505
127,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",11428,4115,1700,2415,6352,3593,2759,961,486,475
128,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",19378,9779,4315,5464,8439,4726,3713,1160,616,544
129,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",13140,6095,2488,3607,6460,3572,2888,585,438,147
130,Nassau County (West Central)--North Hempstead Town (South) PUMA,25492,13345,5698,7647,11418,6650,4768,729,580,149
131,Monroe County (Central)--Greece & Gates Towns PUMA,52330,13397,5329,8068,35980,18200,17780,2953,1830,1123
132,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",24706,21096,9183,11913,2839,1612,1227,771,467,304
133,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",20211,10068,3419,6649,9384,5129,4255,759,305,454
134,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",1439,733,552,181,531,81,450,175,0,175
135,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,33457,19327,9053,10274,13312,7462,5850,818,373,445
136,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,8674,4643,1724,2919,3210,1756,1454,821,88,733
137,NYC-Manhattan Community District 8--Upper East Side PUMA,76475,68237,27669,40568,7052,4881,2171,1186,1161,25
138,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,15637,11160,6041,5119,4255,2054,2201,222,182,40
139,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",1156,179,100,79,604,488,116,373,223,150
140,Monroe County (East) PUMA,55619,25850,12120,13730,28683,13765,14918,1086,198,888
141,Suffolk County (East) PUMA,48760,23416,9783,13633,24295,12833,11462,1049,554,495
142,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",12224,6816,3355,3461,5219,3558,1661,189,177,12
143,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",1018,430,223,207,516,219,297,72,65,7
144,Suffolk County (Central)--Islip Town (Northwest) PUMA,11332,2544,1140,1404,7429,3584,3845,1359,952,407
145,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,72963,67161,27946,39215,5750,2135,3615,52,52,0
146,Capital Region,459585,172680,80805,91875,261484,129528,131956,25421,17452,7969
147,Central NY,333122,115545,53405,62140,196772,99406,97366,20805,12388,8417
148,Finger Lakes,487545,175434,77763,97671,286565,147247,139318,25546,16250,9296
149,Long Island,880923,430623,198293,232330,426031,220862,205169,24269,15533,8736
150,Mid-Hudson,667180,331034,147550,183484,306234,164413,141821,29912,18828,11084
151,Mohawk Valley,209652,51433,22757,28676,140921,71443,69478,17298,10002,7296
152,New York City,1162465,795762,382167,413595,329527,180041,149486,37176,22444,14732
153,North Country,184706,42000,16920,25080,127455,68562,58893,15251,8906,6345
154,Southern Tier,271217,74776,33049,41727,174557,88866,85691,21884,12874,9010
155,Western NY,572140,197906,89446,108460,347876,178561,169315,26358,15281,11077
