,puma,Unemployment_HSINC_score,FT_Work_HSINC_score,Poverty_HSINC_score,Working_Poor_HSINC_score,Rent_Burden_HSINC_score,Home_Ownership_HSINC_score,Income_level_HSINC_score,Overall_HSINC_score,Unemployment_HSINC_grade,FT_Work_HSINC_grade,Poverty_HSINC_grade,Working_Poor_HSINC_grade,Rent_Burden_HSINC_grade,Home_Ownership_HSINC_grade,Income_level_HSINC_grade,Overall_HSINC_grade
23,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,-0.18135955587510008,-1.7482465467390749,-0.32362482405903664,0.23563837621863337,0.5841297460719345,-0.9958401309726471,0.9996811138657896,-0.20423168878421447,C,D-,C-,C,B-,D,B,C
24,Dutchess County (Southwest) PUMA,0.5141138586131448,-1.6919072681784793,-0.5207993491609099,0.960836291769571,-1.1572604146193486,-0.4848065473234034,1.024260467424311,-0.19365185163930204,B-,D-,C-,B,D,C-,B,C
25,Westchester County (Northwest) PUMA,0.5141138586131448,0.33595284003405773,-0.1537578224701451,-0.6406499307386211,-0.13559286887804228,-0.6389454122164481,-0.4340545982499518,-0.16470484770085797,B-,B-,C,C-,C,C-,C-,C
26,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,1.2234638671814102,-0.9958401309726471,1.862892210820511,0.8567576921692297,B-,B,A-,B,B,D,A,B
27,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.5141138586131448,0.6333564224757063,0.2334139116145164,-0.26729005755242086,0.030285877621270607,-0.2883125309287488,0.4905872407142879,0.1923078175082509,B-,B-,C,C-,C,C-,B-,C
28,Saratoga County (Outer) PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,#DIV/0!,#DIV/0!,-0.18654512659150488,#DIV/0!,B-,B,A-,B,#DIV!0,#DIV!0,C,#DIV!0
29,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,0.5141138586131448,0.22468506473386493,-0.24233810379496018,-0.23418238638943797,0.1897689057366407,-0.3636370555481035,0.24573719976329675,0.047735354730635095,B-,C,C,C,C,C-,C,C
30,Erie County (South) PUMA,0.5141138586131448,1.0103303563518595,0.935629105849786,0.446337770601676,#DIV/0!,#DIV/0!,-0.5447417814878504,#DIV/0!,B-,B,B,B-,#DIV!0,#DIV!0,C-,#DIV!0
31,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",0.5141138586131448,0.6434879263689138,-0.19023748694068182,-0.18189950888400017,0.7441270961616819,-0.4641580912586266,-0.04122800251241081,0.1463151130782887,B-,B-,C,C,B-,C-,C,C
32,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,0.5141138586131448,0.4356372482453883,-0.6055873837740086,-1.0511888528663893,0.5110159708687548,-0.9958401309726471,-0.1058455578769455,-0.18538497825181466,B-,B-,C-,D,B-,D,C,C
33,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.5141138586131448,-0.5721202417116398,-0.5322563476051381,0.960836291769571,-1.9579844973871716,0.43896329609758783,1.0128250812586062,-0.01937465128071996,B-,C-,C-,B,E,B-,B,C
34,St. Lawrence County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
35,Genesee & Orleans Counties PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,#DIV/0!,-0.9958401309726471,0.08455986304798987,#DIV/0!,B-,B,A-,B,#DIV!0,D,C,#DIV!0
36,Monroe County (Central)--Rochester City (West) PUMA,0.5141138586131448,1.0103303563518595,-1.817681179052397,-2.4691538493497283,-1.9579844973871716,-0.9958401309726471,-1.3595130457943265,-1.010818355370181,B-,B,E,E,E,D,D-,D
37,Wayne & Seneca Counties PUMA,0.5141138586131448,-0.12465064716215166,-1.3534326542940294,-1.7650190147809142,#DIV/0!,1.9870406779365255,-0.18301439488267177,#DIV/0!,B-,C,D-,E,#DIV!0,A,C,#DIV!0
38,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
39,Erie County (North Central) PUMA,#DIV/0!,1.0103303563518595,1.4215073914207594,0.960836291769571,#DIV/0!,1.9870406779365255,-1.5936975736909667,#DIV/0!,#DIV!0,B,A-,B,#DIV!0,A,D-,#DIV!0
40,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.5141138586131448,1.0103303563518595,-1.7735505445772861,0.960836291769571,-1.9579844973871716,-0.9958401309726471,-0.18654512659150488,-0.3469485418277192,B-,B,E,B,E,D,C,C-
41,Dutchess County (North & East) PUMA,0.5141138586131448,-1.8360287494725198,-1.817681179052397,-2.4691538493497283,0.45031859422759285,-0.5738018390646347,-1.0189739724773783,-0.9644581623679886,B-,E,E,E,B-,C-,D,D
42,Tompkins County PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,#DIV/0!,1.9870406779365255,-0.03793581202229136,#DIV/0!,B-,B,A-,B,#DIV!0,A,C,#DIV!0
43,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",#DIV/0!,#DIV/0!,-1.817681179052397,#DIV/0!,-1.9579844973871716,-0.9958401309726471,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,E,#DIV!0,E,D,#DIV!0,#DIV!0
44,Onondaga County (Central)--Syracuse City PUMA,-0.058906180990909746,-0.5301654426844536,0.5029697162233951,0.4233005233852031,0.4475008514329756,0.4555457918457181,0.1429250149891048,0.1975957534572905,C,C-,B-,B-,B-,B-,C,C
45,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.5141138586131448,1.0103303563518595,-0.4060206713079119,0.960836291769571,-0.8251960645483584,0.5219508106631153,0.09535308815072312,0.2673382385274491,B-,B,C-,B,D,B-,C,B-
46,Suffolk County (Northwest)--Smithtown Town PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
47,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
48,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.2794273566047659,0.4517645943198943,0.7766336407239467,0.45931951029903284,0.6482222674099614,-0.568878760285648,0.15942194355218564,0.31513007894630557,B-,B-,B,B-,B-,C-,C,B-
49,Onondaga County (Central)--Syracuse City (Outer) PUMA,0.5141138586131448,1.0103303563518595,0.0002862317249031148,-1.1748179470405589,-0.8751970998858188,0.678276698859766,-0.6131827580678324,-0.06574152277779095,B-,B,C,D,D,B-,C-,C
50,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,#DIV/0!,#DIV/0!,-1.817681179052397,#DIV/0!,-1.9579844973871716,-0.09782495786794909,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,E,#DIV!0,E,C,#DIV!0,#DIV!0
51,Erie County (West Central)--Buffalo City (West) PUMA,0.5141138586131448,0.23879324093371784,-1.0424089462713586,-1.1053002027325591,-0.6094248906741734,-0.42881494756865973,0.32388697793523424,-0.30130784425209345,B-,C,D,D,C-,C-,B-,C-
52,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,1.4215073914207594,#DIV/0!,#DIV/0!,1.9870406779365255,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,A-,#DIV!0,#DIV!0,A,#DIV!0,#DIV!0
53,Monroe County (North & West) PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,#DIV/0!,#DIV/0!,-0.18654512659150488,#DIV/0!,B-,B,A-,B,#DIV!0,#DIV!0,C,#DIV!0
54,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,-4.834596761304054,-1.7228769502332613,-0.6330490241321193,0.960836291769571,-0.3009801408410354,-0.7932115768129403,1.5481667340657697,-0.8251016324982956,E,D-,C-,B,C-,D,A-,D
55,Cattaraugus & Allegany Counties PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,#DIV/0!,1.9870406779365255,-0.22889555161155362,#DIV/0!,B-,B,A-,B,#DIV!0,A,C,#DIV!0
56,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",-1.3338712349719517,-0.34119982442192903,0.47960681982925923,0.435930148801446,1.2234638671814102,1.355493603470218,-0.07873604011465701,0.24866961996768513,D-,C-,B-,B-,B,A-,C,C
57,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
58,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.5141138586131448,1.0103303563518595,0.7198433984102537,0.07606851685187185,0.007517633602842196,0.2964465102758373,-0.8172710882975793,0.25814988368688996,B-,B,B-,C,C,B-,D,B-
59,Jefferson & Lewis Counties PUMA,0.5141138586131448,1.0103303563518595,-1.817681179052397,-2.4691538493497283,-1.9579844973871716,0.01559646515172735,-0.6557322942726335,-0.765787305706457,B-,B,E,E,E,C,C-,D
60,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.5141138586131448,-0.5309862047589187,-0.8673891104858746,-0.25667929267353917,0.8394959611127882,-0.622081571784028,-0.28232354619447364,-0.17226427231012872,B-,C-,D,C-,B,C-,C-,C
61,Schenectady County--Schenectady City PUMA,0.5141138586131448,-2.7498045509733355,-1.817681179052397,#DIV/0!,-1.9579844973871716,-0.9958401309726471,#DIV/0!,#DIV/0!,B-,E,E,#DIV!0,E,D,#DIV!0,#DIV!0
62,NYC-Queens Community District 1--Astoria & Long Island City PUMA,-0.5583454475902055,0.7160589288220618,0.403943245111336,0.5469894177417707,0.5843399418270983,-0.4663768088287797,0.590183054803025,0.25954176169804377,C-,B-,B-,B-,B-,C-,B-,B-
63,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.5141138586131448,0.021609623748421878,0.5697685641250292,0.960836291769571,#DIV/0!,1.9870406779365255,0.354635887220294,#DIV/0!,B-,C,B-,B,#DIV!0,A,B-,#DIV!0
64,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,-1.817681179052397,#DIV/0!,#DIV/0!,1.9870406779365255,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,E,#DIV!0,#DIV!0,A,#DIV!0,#DIV!0
65,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.010141098723182685,-0.6042109830019919,-1.6529404129186895,-2.4691538493497283,-0.19939494913318173,-0.757446090102099,-1.1468803981325997,-0.9742693691307297,C,C-,D-,E,C,D,D,D
66,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.5141138586131448,-0.026444705473728423,0.8411101964590076,0.960836291769571,-1.8277973520339814,-0.22047931502906407,0.8173604096533107,0.15124276913689433,B-,C,B,B,E,C,B,C
67,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
68,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",-0.6265138283637177,-0.006640756619775069,-0.7976218940242694,-0.9929902601447392,0.16576267319041285,-0.9765325123399785,-0.35416383362032283,-0.5126714874174844,C-,C,D,D,C,D,C-,C-
69,Monroe County (Central)--Rochester City (East) PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,1.2234638671814102,0.4154153055005098,0.16982673264010056,0.8164991147824792,B-,B,A-,B,B,B-,C,B
70,Westchester County (Northeast) PUMA,0.5141138586131448,0.26335053583625023,1.0559027742892957,0.960836291769571,0.6965057015330537,-0.045597510412974,0.21502858800670532,0.5228771770907209,B-,B-,B,B,B-,C,C,B-
71,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",-0.5318873836218122,-0.09316959454953355,-0.10788213571831645,-0.13571149668084356,0.03056578130548229,-0.9958401309726471,-0.3283062155126995,-0.3088901679643386,C-,C,C,C,C,D,C-,C-
72,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",0.15903590710564186,0.09078618048772594,-0.12962232636868318,-0.26079958764715055,-0.3893898659202564,-0.20048633819341286,-0.21799259763095422,-0.1354955183095842,C,C,C,C-,C-,C,C,C
73,Onondaga County (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
74,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,1.2234638671814102,-0.12473334606996841,-0.44641142153357866,0.651300999676171,B-,B,A-,B,B,C,C-,B-
75,Monroe County (South) PUMA,0.5141138586131448,0.3479231706054524,1.4215073914207594,0.960836291769571,1.2234638671814102,0.8264084834925427,-0.21986131825074512,0.7249131064045908,B-,B-,A-,B,B,B,C,B-
76,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",-0.46533178784595214,0.39047781405340315,0.18970328715631976,-0.27176974442946905,-0.3835404239344467,0.43167039558398923,-0.6878581826096481,-0.11380694886082912,C-,B-,C,C-,C-,B-,C-,C
77,Rensselaer County--Troy City PUMA,0.5141138586131448,-0.7175929103091402,1.0317513683069162,0.960836291769571,-1.9579844973871716,0.8860423956237088,0.055292247400424106,0.1103512505739219,B-,C-,B,B,E,B,C,C
78,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,1.4215073914207594,#DIV/0!,#DIV/0!,1.9870406779365255,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,A-,#DIV!0,#DIV!0,A,#DIV!0,#DIV!0
79,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,#DIV/0!,1.9870406779365255,-0.19229054359130882,#DIV/0!,B-,B,A-,B,#DIV!0,A,C,#DIV!0
80,Ontario & Yates Counties PUMA,0.5141138586131448,-0.8769960450082768,1.4215073914207594,0.960836291769571,1.2234638671814102,-0.9958401309726471,-0.18503161959898512,0.2945790876292823,B-,D,A-,B,B,D,C,B-
81,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.5141138586131448,0.6531311737125548,-0.14015921972357454,-1.1581720406046117,-1.9579844973871716,0.5489442957872722,0.08316958104983857,-0.2081366926503639,B-,B-,C,D,E,B-,C,C
82,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,1.2234638671814102,-0.9958401309726471,1.8566893133101843,0.8558715639534688,B-,B,A-,B,B,D,A,B
83,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.5141138586131448,0.6119545036261889,-0.002390164573891113,0.06631903910762148,-0.21335511129821846,-0.7001801389001521,-0.5228070424824557,-0.035192150843966034,B-,B-,C,C,C,C-,C-,C
84,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",-0.7454528978626968,0.05411614893656846,0.6733940155253478,0.960836291769571,0.7995043384228216,-0.657935664338405,0.26936645481122984,0.19340409818063384,C-,C,B-,B,B,C-,B-,C
85,Chautauqua County PUMA,0.5141138586131448,1.0103303563518595,-1.817681179052397,-2.4691538493497283,-1.9579844973871716,0.5651882873089501,-1.0456405242503457,-0.742975363966527,B-,B,E,E,E,B-,D,C-
86,Orange County (Southeast) PUMA,0.5141138586131448,-2.1848101866602234,-1.2399501514529763,0.960836291769571,0.08279823403121139,-0.46382331335157223,4.05127445246385,0.2457770264875722,B-,E,D,B,C,C-,A,C
87,Monroe County (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
88,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
89,Suffolk County (East) PUMA,0.5141138586131448,1.0103303563518595,0.32442079687580466,0.5855942585028728,0.3230539526808682,0.42367802047524594,-0.3042895927842908,0.4109859501022151,B-,B,B-,B-,B-,B-,C-,B-
90,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.5141138586131448,-0.1225308016243214,-0.7849516465838963,-0.5740930374367209,0.555359710622008,-0.9958401309726471,-0.6653517806114313,-0.296184832570552,B-,C,D,C-,B-,D,C-,C-
91,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,0.5141138586131448,-0.008358386066861444,0.3220206945812892,0.4342093935518125,0.11280123489307611,-0.7867648155591969,0.06325863918381136,0.09304008845672508,B-,C,B-,B-,C,D,C,C
92,Albany County (Outside Albany City) PUMA,0.5141138586131448,0.10297673863330517,0.8398409100672601,-0.04689666074256833,#DIV/0!,1.9870406779365255,0.41681790358012283,#DIV/0!,B-,C,B,C,#DIV!0,A,B-,#DIV!0
93,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",-0.2815792914270359,-0.30289547758436136,-0.6703777351813529,-0.5267511515093707,-0.47330859392183355,-0.9958401309726471,-0.6903176741855589,-0.563010007826023,C-,C-,C-,C-,C-,D,C-,C-
94,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",-0.20594699982165413,-0.20744060795232308,-0.2234070178263225,-0.3888529234242491,0.45880537567792373,-0.8411275342994107,-0.23773450996657056,-0.2351006025160866,C,C,C,C-,B-,D,C,C
95,Nassau County (West Central)--Hempstead Town (West Central) PUMA,#DIV/0!,-2.7498045509733355,-0.9241119182322157,#DIV/0!,1.2234638671814102,-0.9958401309726471,#DIV/0!,#DIV/0!,#DIV!0,E,D,#DIV!0,B,D,#DIV!0,#DIV!0
96,Erie County (West Central)--Buffalo City (East) PUMA,0.5141138586131448,-1.2148127691855184,-1.4127826077432524,-0.44838446388409475,0.10128026222449221,0.10338757196446997,-0.48514011077466873,-0.40604832268363245,B-,D,D-,C-,C,C,C-,C-
97,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,-1.721545865134366,-0.9891436230103552,-0.6213546654846752,-2.4691538493497283,-0.0924759476401428,0.784358383737364,-1.203613774995681,-0.9018470488396549,D-,D,C-,E,C,B,D,D
98,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",-0.18882986372573968,0.5539828871742492,0.29542016016831574,0.25344176234713106,0.01731036632848629,1.0818563390928915,-0.07307545531271539,0.2771580280103741,C,B-,B-,B-,C,B,C,B-
99,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.5141138586131448,0.17339054985916333,-0.13113877217240408,0.26721076635906627,0.349137769868318,-0.5245922568584575,0.0685318128288526,0.10237910407109765,B-,C,C,B-,B-,C-,C,C
100,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
101,Nassau County (Central)--Hempstead Town (East Central) PUMA,-3.811790221675917,-1.0755838988066426,0.572863891407497,0.960836291769571,#DIV/0!,1.9870406779365255,-0.1108697769655164,#DIV/0!,E,D,B-,B,#DIV!0,A,C,#DIV!0
102,Nassau County (West Central)--North Hempstead Town (South) PUMA,-1.528465653852331,0.37768893368113443,0.9284699317782649,0.960836291769571,1.2234638671814102,-0.08405879947538972,-0.14684951701199997,0.24729786486723718,D-,B-,B,B,B,C,C,C
103,Westchester County (Central)--White Plains City PUMA,-1.0145960244430006,-0.08377065587459248,-0.6648795676014678,-0.8776843868873397,0.7234465259874548,-0.5638659106573576,-0.07065536378487186,-0.3645721976087393,D,C,C-,D,B-,C-,C,C-
104,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
105,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.5141138586131448,1.0103303563518595,1.4215073914207594,0.960836291769571,#DIV/0!,1.9870406779365255,1.083463512031309,#DIV/0!,B-,B,A-,B,#DIV!0,A,B,#DIV!0
