,puma,Total_Population,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,17188,7871,3563,4308,7475,4383,3092,1842,1117,725
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,6376,1836,751,1085,2709,854,1855,1831,653,1178
64,Albany County (East Central)--Albany City PUMA,5913,2167,1138,1029,2207,998,1209,1539,287,1252
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,9948,3543,1625,1918,4949,2540,2409,1456,1244,212
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1617,1295,809,486,322,172,150,0,0,0
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",16303,4358,1396,2962,9196,4931,4265,2749,1314,1435
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",19809,3410,1476,1934,12382,6591,5791,4017,1836,2181
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",16260,7669,3341,4328,6147,2721,3426,2444,869,1575
70,Erie County (Northeast) PUMA,2406,1466,980,486,867,415,452,73,0,73
71,NYC-Manhattan Community District 11--East Harlem PUMA,8890,3519,1160,2359,3590,2015,1575,1781,1272,509
72,Orange County (Southeast) PUMA,5139,2388,874,1514,2450,1269,1181,301,176,125
73,Westchester County (Southeast) PUMA,16322,7017,3265,3752,5053,2628,2425,4252,3288,964
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,37117,16017,8108,7909,15810,7547,8263,5290,3597,1693
75,Livingston & Wyoming Counties PUMA,1273,428,376,52,275,126,149,570,560,10
76,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,5705,1884,747,1137,2933,1785,1148,888,541,347
77,Westchester County (Southwest)--Yonkers City PUMA,29605,6518,2406,4112,17908,9954,7954,5179,2885,2294
78,Erie County (North Central) PUMA,6535,5749,3185,2564,684,164,520,102,102,0
79,Saratoga County (South & Central) PUMA,2801,2359,1496,863,384,186,198,58,0,58
80,Suffolk County (South Central)--Brookhaven Town (South) PUMA,8460,2019,556,1463,4079,2214,1865,2362,1451,911
81,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",12656,6124,2855,3269,5984,3687,2297,548,147,401
82,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,972,563,270,293,302,56,246,107,107,0
83,Niagara County (North & East) PUMA,629,137,0,137,492,408,84,0,0,0
84,Monroe County (Central)--Rochester City (East) PUMA,3149,626,499,127,2032,1304,728,491,46,445
85,Warren & Washington Counties PUMA,1608,1176,537,639,400,0,400,32,0,32
86,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,9190,3887,1768,2119,4561,2111,2450,742,399,343
87,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,6994,3543,1556,1987,2938,1355,1583,513,242,271
88,Onondaga County (Central)--Syracuse City PUMA,6489,2015,1172,843,2885,1747,1138,1589,634,955
89,Westchester County (Central)--White Plains City PUMA,19535,12377,5162,7215,5051,2310,2741,2107,1697,410
90,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,8010,2966,594,2372,3914,1690,2224,1130,657,473
91,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",14394,4144,1837,2307,6927,3840,3087,3323,2107,1216
92,Cattaraugus & Allegany Counties PUMA,926,501,217,284,319,161,158,106,79,27
93,Oswego County PUMA,442,197,127,70,245,37,208,0,0,0
94,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",33709,10882,3882,7000,18631,9548,9083,4196,2998,1198
95,Monroe County (East) PUMA,4166,2316,1001,1315,1306,420,886,544,433,111
96,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,16281,8002,3310,4692,6233,3159,3074,2046,1501,545
97,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",9263,3728,1461,2267,2164,1685,479,3371,1694,1677
98,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",17621,6533,2910,3623,7426,3838,3588,3662,2861,801
99,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",7899,3064,756,2308,3649,2063,1586,1186,604,582
100,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",24375,12783,4880,7903,10164,5434,4730,1428,891,537
101,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",12948,11858,6614,5244,982,766,216,108,0,108
102,Chautauqua County PUMA,897,184,78,106,534,294,240,179,179,0
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,27166,9436,3835,5601,16154,9091,7063,1576,661,915
104,Erie County (West Central)--Buffalo City (East) PUMA,2857,692,156,536,1672,1124,548,493,320,173
105,Genesee & Orleans Counties PUMA,725,29,0,29,391,75,316,305,305,0
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",16571,7147,3652,3495,7994,4044,3950,1430,1003,427
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",199,11,0,11,188,96,92,0,0,0
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,4921,1579,416,1163,1882,962,920,1460,944,516
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",20049,3269,1837,1432,11410,3595,7815,5370,3134,2236
110,Suffolk County (East) PUMA,13524,3239,2063,1176,8042,4839,3203,2243,1636,607
111,Orange County (Northwest) PUMA,5735,1798,875,923,3563,2179,1384,374,317,57
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,3850,1552,703,849,1862,642,1220,436,400,36
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",15005,4324,2000,2324,8012,4835,3177,2669,2047,622
114,Suffolk County (Northwest)--Smithtown Town PUMA,3816,2656,1035,1621,1079,733,346,81,81,0
115,Ulster County (East) PUMA,3116,1336,358,978,1174,491,683,606,426,180
116,Westchester County (Northeast) PUMA,8229,3074,1300,1774,3549,973,2576,1606,1293,313
117,NYC-Brooklyn Community District 4--Bushwick PUMA,9587,2436,729,1707,5335,3376,1959,1816,1161,655
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,16837,7808,3463,4345,6900,3299,3601,2129,985,1144
119,Dutchess County (North & East) PUMA,3246,1604,827,777,1426,1133,293,216,93,123
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,15024,4218,2667,1551,7326,3554,3772,3480,2261,1219
121,Broome (Outer West) & Tioga Counties PUMA,1051,584,312,272,467,212,255,0,0,0
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",9247,5366,2723,2643,3160,2170,990,721,639,82
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",9545,1602,524,1078,6441,2815,3626,1502,721,781
124,Orange County (Northeast)--Greater Newburgh City PUMA,4845,1010,352,658,2238,1011,1227,1597,724,873
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",17495,15597,7305,8292,1536,555,981,362,0,362
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,30862,18079,8179,9900,11625,5626,5999,1158,773,385
127,Onondaga County (North) PUMA,2588,1444,569,875,762,154,608,382,126,256
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,10277,6320,3146,3174,3229,1393,1836,728,518,210
129,Monroe County (North & West) PUMA,3096,1772,280,1492,1324,869,455,0,0,0
130,Sullivan & Ulster (West) Counties PUMA,3059,766,514,252,1608,1153,455,685,685,0
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,4885,1209,443,766,2858,1456,1402,818,213,605
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,7376,2329,1054,1275,3281,1184,2097,1766,967,799
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",23522,7653,3923,3730,11257,6076,5181,4612,2809,1803
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",23254,10001,3851,6150,11898,5825,6073,1355,632,723
135,Monroe County (Central)--Rochester City (West) PUMA,2371,598,456,142,1179,909,270,594,345,249
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,17329,5433,2962,2471,8426,4152,4274,3470,2322,1148
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,17144,2421,1354,1067,8572,5158,3414,6151,3895,2256
138,Putnam County PUMA,4288,1211,683,528,2578,1557,1021,499,302,197
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,34455,14236,6953,7283,15272,8442,6830,4947,2895,2052
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,4255,2685,1257,1428,1466,864,602,104,0,104
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,5626,3115,1165,1950,2228,1069,1159,283,283,0
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",21171,4632,2191,2441,11510,5579,5931,5029,2880,2149
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,11623,3293,1141,2152,6002,3309,2693,2328,2109,219
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,22196,7557,3861,3696,11742,5849,5893,2897,1594,1303
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",8824,2313,968,1345,5006,3145,1861,1505,990,515
146,Capital Region,30339,18033,9692,8341,9331,4048,5283,2975,575,2400
147,Central NY,15702,6729,3397,3332,6345,3454,2891,2628,1207,1421
148,Finger Lakes,27092,13353,6564,6789,9357,4855,4502,4382,2825,1557
149,Long Island,227799,87031,39237,47794,105555,54016,51539,35213,22280,12933
150,Mid-Hudson,171246,67404,29213,38191,76338,41253,35085,27504,18901,8603
151,Mohawk Valley,7456,3420,1136,2284,2940,992,1948,1096,954,142
152,New York City,1118599,461862,210564,251298,504449,258181,246268,152288,87340,64948
153,North Country,6199,2380,1347,1033,3279,1775,1504,540,222,318
154,Southern Tier,11607,6882,3261,3621,4189,1615,2574,536,452,84
155,Western NY,28507,14882,7114,7768,10656,7072,3584,2969,1508,1461
